Wonder Woman,4K,"[""Action"",""Adventure"",""Fantasy""]",2017
Snatch,DVD,"[""Comedy"",""Crime""]",2000
Snow White and the Huntsman,Blu-Ray,Drama,2012
Snow White and the Seven Dwarfs,DVD,Family,1937
Some Like it Hot,DVD,Romantic Comedy,1959
Son of the Mask,DVD,Comedy,2005
"Sound of Music, The",DVD,Musical,1965
Speed,DVD,Action,1994
Spider-Man 2,DVD,Action,2004
Spider-man 3 Bonus DVD,DVD,Bonus Material,2007
Spiderman vs. Doc Ock,DVD,Action,
Spiderman the Return of the Green Goblin,DVD,Action,
"Spiderwick Chronicles, The",DVD,"[""Adventure"",""Family"",""Fantasy""]",2008
Splash,DVD,Romance,1984
Spy Kids 3D: Game Over,DVD,Family,2003
Star 80,DVD,Drama,1983
Star Trek II the Wrath of Khan,DVD,Science Fiction,1982
Star Wars I the Phantom Menace,DVD,Science Fiction,1999
Star Wars III Revenge of the Sith,DVD,Science Fiction,2005
Stardust,DVD,Fantasy,2007
Stargate,DVD,Science Fiction,1994
Starship Troopers,DVD,Science Fiction,1997
"Stepford Wives, The",DVD,Horror,2004
Step-Mom,DVD,Drama,1998
Sting The,DVD,Comedy,1973
Storm of the Century,DVD,Horror,1999
"Story of Star Wars, The",DVD,Bonus Material,2002
"Storyteller, The",DVD,"[""Adventure"",""Drama"",""Family"",""TV""]",1987 - 1989
Straight Talk,DVD,Romantic Comedy,1992
Stranger than Fiction,DVD,Comedy,2006
Stuart Little,DVD,Family,1999
Stuck on You,DVD,Comedy,2003
Suddenly,DVD,Drama,1954
Suicide Kings,DVD,Drama,1997
Super Baby Geniuses 2,DVD,Family,2004
Sweeney Todd,DVD,Musical,2007
Sweet Home Alabama,DVD,Romantic Comedy,2002
Sword and the Sorcerer,DVD,Fantasy,1982
"Sword in the Stone, The",DVD,Family,1963
Take the Lead,DVD,Romance,2006
Talladega Nights,DVD,Comedy,2006
Tarzan,DVD,Family,1999
Tarzan & Jane,DVD,Family,2002
Taxi,DVD,"[""Comedy"",""TV""]",1978 - 1983
Teenage Mutant Ninja Turtles,DVD,"[""Action"",""Adventure"",""Comedy"",""Family"",""Science Fiction""]",1990
Teenage Mutant Ninja Turtles 2,DVD,Family,1991
Teenage Mutant Ninja Turtles 3,DVD,Family,1993
That Old Feeling,DVD,Romance,1997
Thelma & Louise,DVD,Adventure,1991
"Thomas Crown Affair, The",DVD,Drama,1999
Three Men and a Baby,DVD,Comedy,1987
Three Musketeers animated,DVD,Adventure,
Three Musketeers Disney's,DVD,Adventure,1993
Three to Tango,DVD,Romantic Comedy,1999
Til the Clouds Roll By,DVD,Romance,1946
Time to Kill A,DVD,Drama,1996
TMNT cgi,DVD,Family,2007
To Die For,DVD,Comedy,1995
To Kill a Mockingbird,Blu-Ray,Drama,1962
Tom & Jerry,DVD,Family,1995
Tom Sawyer,DVD,Adventure,
Total Recall,DVD,Science Fiction,1990
"Tourist, The",DVD,Action,2010
Town & Country,DVD,Drama,2001
Toy Story 3,Blu-Ray,"[""Animation"",""Adventure"",""Comedy"",""Family"",""Fantasy""]",2010
Trading Places,DVD,Comedy,1983
Transformers,DVD,Action,2007
Transformers Revenge of the Fallen,DVD,Action,2009
Transporter 2,DVD,Action,2005
Transporter 3,DVD,Action,2008
Muppet Treasure Island,DVD,Adventure,1996
xXx: State of the Union,DVD,"[""Action"",""Adventure"",""Crime"",""Drama"",""Mystery"",""Thriller""]",2005
"Triumph of Sherlock Holmes, The",DVD,Adventure,1935
Troy,DVD,History,2004
True Blood,Blu-Ray,"[""Drama"",""Fantasy"",""Mystery"",""TV""]",2008 - 2014
True Crime,DVD,Drama,1999
True Grit,Blu-Ray,Western,2010
"Truth About Cats and Dogs, The",DVD,Romantic Comedy,1996
"Tuxedo, The",DVD,Action,2002
Twilight,DVD,Romance,2008
Twilight Zone Fan Favorites,DVD,"[""Fantasy"",""Horror"",""Mystery"",""TV""]",1959
Twilight Zone The Volume 2,DVD,"[""Fantasy"",""Horror"",""Mystery"",""TV""]",1959
Twilight: Breaking Dawn,Blu-Ray,Romance,2011
Twilight: Eclipse,Blu-Ray,Romance,2010
Twilight: New Moon,Blu-Ray,Romance,2009
Twins,DVD,Comedy,1988
Two Weeks Notice,DVD,Romantic Comedy,2002
U.S. Marshalls,DVD,Action,1998
"Ugly Truth, The",Blu-Ray,Romantic Comedy,2009
"Ultimate Avengers, The",DVD,Action,2006
Unbreakable,DVD,Science Fiction,2000
Under Siege,DVD,Action,1992
Under Suspicion,DVD,Drama,2000
Underdog,Blu-Ray,Comedy,2007
Unfaithful,DVD,Drama,2002
Unforgiven,DVD,Western,1992
Unleashed,DVD,Drama,2005
Van Helsing,DVD,"[""Action"",""Adventure"",""Fantasy""]",2004
Vera Cruz,DVD,Western,1954
Victor/Victoria,DVD,Romantic Comedy,1982
Volunteers,DVD,Romantic Comedy,1985
Walk the Line,DVD,Biography,2005
Walking with Dinosaurs,DVD,History,1999
Wall Street,DVD,Drama,1987
Wall-E,DVD,Science Fiction,2008
War of the Roses,DVD,"[""Comedy"",""Romance""]",1989
"Water Horse, The",DVD,Fantasy,2007
Wedding Crashers,DVD,Comedy,2005
"Wedding Date, The",DVD,Romantic Comedy,2005
Wedding Planner The,DVD,Romantic Comedy,2001
West Side Story,DVD,Musical,1961
What a Girl Wants,DVD,Romantic Comedy,2003
What Happens in Vegas,DVD,Romantic Comedy,2008
What Women Want,DVD,Romantic Comedy,2000
Where Eagles Dare,DVD,Drama,1968
While you were Sleeping,DVD,Romantic Comedy,1995
Who Framed Roger Rabbit,DVD,Comedy,1988
Who's Afriad of Virginia Wolf,DVD,Drama,1966
Who's Harry Crumb?,DVD,Comedy,1989
"Wild, The",DVD,Adventure,2006
"Wild Thornberrys Movie, The",DVD,Adventure,2002
Willow,DVD,Fantasy,1988
Wimbledon,DVD,Romance,2004
Wizard of Oz,DVD,Fantasy,1939
Wizard of Oz The Muppets,DVD,Fantasy,2005
Wonder Boys,DVD,Drama,2000
Wonderful Wizard of Oz (animated),DVD,Fantasy,1987
Working Girl,DVD,Romantic Comedy,1988
X-Men,DVD,"[""Action"",""Adventure"",""Science Fiction""]",2002
X-Men: United,DVD,Action,2003
X-Men: Last Stand,DVD,"[""Action"",""Adventure"",""Fantasy""]",2006
You Can't Take it With You,DVD,"[""Comedy"",""Drama"",""Romance""]",1938
You Don't Mess with the Zohan,DVD,"[""Action"",""Comedy""]",2008
Zack and Miri Make a Porno,DVD,"[""Comedy"",""Romance""]",2008
Zathura: A Space Adventure,DVD,"[""Action"",""Adventure"",""Comedy"",""Family"",""Fantasy"",""Science Fiction""]",2005
Ringling Brothers Zing Zang Zoom,DVD,Family,2010
Zodiac,DVD,"[""Crime"",""Drama"",""History"",""Mystery"",""Thriller""]",2007
Zoom,DVD,"[""Action"",""Adventure"",""Comedy"",""Family"",""Science Fiction""]",2006
Zulu,DVD,"[""Drama"",""History"",""War""]",1964
Lucy,Blu-Ray,Science Fiction,2014
Rise of the Planet of the Apes,DVD,"[""Action"",""Drama"",""Science Fiction""]",2011
Dawn of the Planet of the Apes,Blu-Ray,"[""Action"",""Adventure"",""Drama""]",2014
Warm Bodies,DVD,"[""Romance"",""Comedy"",""Horror""]",2013
Coming to America,DVD,"[""Romance"",""Comedy""]",1988
Mister Roberts,DVD,"[""Drama"",""Comedy"",""War""]",1955
"Whole Nine Yards, The",DVD,"[""Comedy"",""Crime""]",2000
Ferris Bueller's Day Off,DVD,Comedy,1986
Bedazzled,DVD,"[""Comedy"",""Fantasy""]",2000
"Dark Tower, The",4K,"[""Action"",""Adventure"",""Fantasy""]",2017
"Outrage, The",DVD,"[""Drama"",""Western"",""Crime""]",1964
Rick and Morty Season 1,Blu-Ray,"[""Animation"",""Adventure"",""Comedy""]",2013
"Princess and the Frog, The",Blu-Ray,"[""Animation"",""Adventure"",""Comedy""]",2009
"10th Kingdom, The",Blu-Ray,"[""Adventure"",""Comedy"",""Family""]",2000
"Lego Ninjaga Movie, The",4K,"[""Animation"",""Action"",""Adventure""]",2017
"Hitman's Bodyguard, The",4K,"[""Action"",""Comedy""]",2017
It,4K,"[""Drama"",""Horror"",""Thriller""]",2017
It,Blu-Ray,"[""Drama"",""Horror"",""Mystery""]",1990
Masterminds,Blu-Ray,"[""Action"",""Comedy"",""Crime""]",2016
"Planes, Trains, and Automobiles",Blu-Ray,"[""Comedy""]",1987
Rick and Morty Season 2,Blu-Ray,"[""Animation"",""Adventure"",""Comedy""]",2014
Groundhog Day,Blu-Ray,"[""Comedy"",""Fantasy"",""Romance""]",1993
"Girl on the Train, The",Blu-Ray,"[""Crime"",""Drama"",""Mystery""]",2016
National Treasure,Blu-Ray,"[""Action"",""Adventure"",""Family""]",2004
National Treasure 2: Book of Secrets,Blu-Ray,"[""Action"",""Adventure"",""Family""]",2007
"Magnificent Seven, The",Blu-Ray,"[""Action"",""Adventure"",""Western""]",2016
Pete's Dragon,Blu-Ray,"[""Action"",""Adventure"",""Comedy""]",2016
"Proposal, The",Blu-Ray,"[""Comedy"",""Drama"",""Romance""]",2009
"Abraham Lincoln, Vampire Hunter",Blu-Ray,"[""Action"",""Fantasy"",""Horror""]",2012
"Secret Life of Pets, The",Blu-Ray,"[""Animation"",""Adventure"",""Comedy""]",2016
Split,Blu-Ray,"[""Horror"",""Thriller""]",2016
"Accountant, The",Blu-Ray,"[""Action"",""Crime"",""Drama""]",2016
"BFG, The",Blu-Ray,"[""Adventure"",""Family"",""Fantasy""]",2016
Spy,Blu-Ray,"[""Action"",""Comedy"",""Crime""]",2015
Mechanic: Ressurrection,Blu-Ray,"[""Action"",""Adventure"",""Crime""]",2016
X-Men: Apocalypse,Blu-Ray,"[""Action"",""Adventure"",""Science Fiction""]",2016
Se7en,Blu-Ray,"[""Crime"",""Drama"",""Mystery""]",1995
Friends,Blu-Ray,"[""Comedy"",""Romance"",""TV""]",1994
I Dream of Jeannie,DVD,"[""Comedy"",""Family"",""Fantasy"",""TV""]",1965 - 1970
Back to the Future 25th Anniversary Trilogy,Blu-Ray,"[""Adventure"",""Comedy"",""Science Fiction""]",1985
Jason Bourne,Blu-Ray,"[""Action"",""Thriller""]",2016
The Russians are Coming! The Russians are Coming!,Blu-Ray,"[""Comedy"",""War""]",1966
"Breakfast Club, The",Blu-Ray,"[""Comedy"",""Drama""]",1985
Big Hero 6,Blu-Ray,"[""Animation"",""Action"",""Adventure""]",2014
Epic,Blu-Ray,"[""Animation"",""Adventure"",""Family""]",2013
Spotlight,Blu-Ray,"[""Crime"",""Drama"",""History""]",2015
Caddyshack,Blu-Ray,"[""Comedy"",""Sport""]",1980
Saving Mr. Banks,Blu-Ray,"[""Biography"",""Comedy"",""Drama""]",2013
Office Space,Blu-Ray,"[""Comedy""]",1999
Dungeons & Dragons,DVD,"[""Animation"",""Adventure"",""Comedy"",""TV""]",1983 - 1985
Frankenstein,Blu-Ray,"[""Drama"",""Horror"",""Science Fiction"",""TV""]",2004
X-Men: Days of Future Past,Blu-Ray,"[""Action"",""Adventure"",""Science Fiction""]",2014
Brave New World,DVD,"[""Drama"",""Science Fiction""]",1998
1984,DVD,"[""Drama"",""Science Fiction""]",1956
"Shining, The",DBD,"[""Drama"",""Horror""]",1980
Anchorman: The Legend of Ron Burgundy,Blu-Ray,"[""Comedy""]",2004
Beetlejuice,DVD,"[""Comedy"",""Fantasy""]",1988
Beverly Hills Cop,DVD,"[""Action"",""Comedy"",""Crime""]",1984
About Time,Blu-Ray,"[""Comedy"",""Drama"",""Fantasy""]",2013
Jumanji,4K,"[""Action"",""Adventure"",""Family""]",1995
"Big Country, The",DVD,"[""Romance"",""Western""]",1958
"Bourne Trilogy, The",Blu-Ray,"[""Action"",""Mystery"",""Thriller""]",2002
I am Legend,Blu-Ray,"[""Drama"",""Horror"",""Science Fiction""]",2007
Lethal Weapon,DVD,"[""Action"",""Crime"",""Thriller""]",1987
"Big Sick, The",Blu-Ray,"[""Comedy"",""Drama"",""Romance""]",2017
Spider-Man 3,4K,"[""Action"",""Adventure"",""Science Fiction""]",2007
Deadpool,Blu-Ray,"[""Action"",""Adventure"",""Comedy""]",2016
Ex Machina,Blu-Ray,"[""Drama"",""Mystery"",""Science Fiction""]",2014
Life,Blu-Ray,"[""Horror"",""Science Fiction"",""Thriller""]",2017
Star Trek,4K,"[""Action"",""Adventure"",""Science Fiction""]",2009
M*A*S*H,Blu-Ray,"[""Comedy"",""Drama"",""War""]",1970
American Hustle,Blu-Ray,"[""Crime"",""Drama""]",2013
"Great Race, The",Blu-Ray,"[""Action"",""Adventure"",""Comedy"",""Romance""]",1965
Battle of the Sexes,Blu-Ray,"[""Biography"",""Comedy"",""Drama""]",2017
American Made,Blu-Ray,"[""Action"",""Biography"",""Comedy""]",2017
War for the Planet of the Apes,4K,"[""Action"",""Adventure"",""Drama""]",2017
"Osiris Child, The",Blu-Ray,"[""Action"",""Adventure"",""Drama"",""Horror"",""Science Fiction"",""Thriller""]",2016
Despicable Me,4K,"[""Animation"",""Adventure"",""Comedy"",""Family""]",2010
Despicable Me 2,4K,"[""Animation"",""Adventure"",""Comedy"",""Family"",""Science Fiction""]",2013
Blood Simple,Blu-Ray,"[""Crime"",""Drama"",""Thriller""]",1984
Raising Arizona,Blu-Ray,"[""Comedy"",""Crime""]",1987
Miller's Crossing,Blu-Ray,"[""Crime"",""Drama"",""Thriller""]",1990
Fargo,Blu-Ray,"[""Crime"",""Drama"",""Thriller""]",1996
American Graffiti,Blu-Ray,"[""Comedy"",""Drama""]",1973
Chitty Chitty Bang Bang,Blu-Ray,"[""Adventure"",""Family"",""Fantasy"",""Musical""]",1968
"Muppets Movie, The",Blu-Ray,"[""Adventure"",""Comedy"",""Family"",""Musical""]",1979
Edward Scissorhands,Blu-Ray,"[""Drama"",""Fantasy"",""Romance""]",1990
Buffy the Vampire Slayer,Blu-Ray,"[""Action"",""Comedy"",""Fantasy"",""Horror""]",1992
"Martian, The",Blu-Ray,"[""Adventure"",""Drama"",""Science Fiction""]",2015
Dreamgirls,Blu-Ray,"[""Drama"",""Music"",""Musical""]",2006
Oliver and Company,DVD,"[""Animation"",""Adventure"",""Comedy"",""Family"",""Musical""]",1988
"Simpsons Movie, The",Blu-Ray,"[""Animation"",""Adventure"",""Comedy""]",2007
Superman the Movie,Blu-Ray,"[""Action"",""Adventure"",""Drama"",""Science Fiction""]",1978
Superman the Movie,Blu-Ray,"[""Action"",""Adventure"",""Drama"",""Science Fiction""]",1978
"Wizard of Oz, The",Blu-Ray,"[""Adventure"",""Family"",""Fantasy"",""Musical""]",1939
"Wiz, The",Blu-Ray,"[""Adventure"",""Family"",""Fantasy"",""Musical""]",1978
Two Mules for Sister Sara,Blu-Ray,"[""Adventure"",""Romance"",""War"",""Western""]",1970
Joe Kidd,Blu-Ray,Western,1972
High Plains Drifter,Blu-Ray,"[""Mystery"",""Western""]",1973
Coogan's Bluff,Blu-Ray,"[""Action"",""Comedy"",""Crime"",""Thriller""]",1968
"Beguiled, The",Blu-Ray,"[""Drama"",""Thriller"",""War""]",1971
Play Misty for Me,Blu-Ray,Thriller,1971
"Eiger Sanction, The",Blu-Ray,"[""Action"",""Crime"",""Thriller""]",1975
Uncle Buck,Blu-Ray,Comedy,1989
Fletch,Blu-Ray,"[""Comedy"",""Crime"",""Mystery""]",1985
"Hobbit, The: An Unexpected Journey",Blu-Ray,"[""Adventure"",""Family"",""Fantasy""]",2012
"Hobbit, The: The Desolation of Smaug",Blu-Ray,"[""Adventure"",""Fantasy""]",2013
"Hobbit, The: The Battle of Five Armies",Blu-Ray,"[""Adventure"",""Fantasy""]",2014
3rd Rock from the Sun,DVD,"[""Comedy"",""Family"",""Science Fiction""]",1996 - 2001
Assume the Position 201 with Mr. Wuhl,DVD,"[""Comedy"",""History"",""Short""]",2007
"SpongeBob Movie: Sponge Out of Water, The",DVD,"[""Animation"",""Adventure"",""Comedy"",""Family"",""Fantasy""]",2015
Hungarian Rhapsody Queen Live in Budapest,DVD,"[""Documentary"",""Music""]",1987
Weird Al Yankovic: The Ultimate Video Collection,DVD,"[""Comedy"",""Music""]",2003
Spider-Man,Blu-Ray,"[""Action"",""Adventure"",""Science Fiction""]",2002
Spider-Man 2,Blu-Ray,"[""Action"",""Adventure"",""Science Fiction""]",2004
Spider-Man 3,Blu-Ray,"[""Action"",""Adventure"",""Science Fiction""]",2007
"Mary Tyler Moore Show, The",DVD,Comedy,"1970 - 1973, 1975"
Citizen Kane,DVD,"[""Drama"",""Mystery""]",1941
"Andromeda Strain, The",DVD,"[""Action"",""Drama"",""Mini-series"",""Science Fiction"",""Thriller""]",2008
Hondo,Blu-Ray,"[""Drama"",""Romance"",""War"",""Western""]",1953
Once Upon a Time in the West,Blu-Ray,Western,1968
True Grit,Blu-Ray,"[""Adventure"",""Drama"",""Western""]",1969
Duets,DVD,"[""Comedy"",""Drama"",""Music"",""Romance""]",2000
South Pacific,DVD,"[""Comedy"",""Drama"",""Musical"",""Romance"",""War""]",2001
Cradle will Rock,DVD,"[""Drama""]",1999
Calamity Jane,DVD,"[""Comedy"",""Musical"",""Romance"",""Western""]",1953
Please Don't Eat the Daisies,DVD,"[""Comedy"",""Family"",""Romance""]",1960
Love Me or Leave Me,DVD,"[""Biography"",""Drama"",""Music"",""Romance""]",1955
Boardwalk Empire,Blu-Ray,"[""Crime"",""Drama"",""History""]",2010 - 2014
"Big Bang Theory, The",DVD,"[""Comedy"",""Romance""]",2007
"Big Bang Theory, The",Blu-Ray,"[""Comedy"",""Romance""]",2007
"Book Thief, The",DVD,"[""Drama"",""War""]",2013
Finding Nemo,DVD,"[""Animation"",""Adventure"",""Comedy"",""Family""]",203
Ender's Game,Blu-Ray,"[""Action"",""Fantasy"",""Science Fiction""]",2013
Manchester by the Sea,Blu-Ray,Drama,2016
Bridget Jones's Diary,DVD,,2001
`Zombieland,DVD,"[""Adventure"",""Comedy"",""Horror"",""Science Fiction""]",2009
"Terminator, The",DVD,"[""Action"",""Science Fiction""]",1984
"Woman in Black, The",Blu-Ray,,2012
X-Men: First Class,Blu-Ray,"[""Action"",""Adventure"",""Science Fiction""]",2011
Shallow Hal,DVD,"[""Comedy"",""Drama"",""Fantasy"",""Romance""]",2001
"Aviator, The",DVD,"[""Biography"",""Drama"",""History""]",2004
Blended,Blu-Ray,"[""Comedy"",""Romance""]",2014
Frozen,Blu-Ray,"[""Animation"",""Adventure"",""Comedy"",""Family"",""Fantasy"",""Musical""]",2013
Lego Batman: the Movie,Blu-Ray,"[""Animation"",""Action"",""Adventure"",""Family"",""Science Fiction""]",2013
Colossal,Blu-Ray,"[""Action"",""Comedy"",""Drama"",""Fantasy"",""Science Fiction""]",2016
Toy Story,Blu-Ray,"[""Animation"",""Adventure"",""Comedy"",""Family"",""Fantasy""]",1995
Toy Story 2,Blu-Ray,"[""Animation"",""Adventure"",""Comedy"",""Family"",""Fantasy""]",1999
Toy Story 3,Blu-Ray,"[""Animation"",""Adventure"",""Comedy"",""Family"",""Fantasy""]",2010
Star Trek: Into Darkness,4K,"[""Action"",""Adventure"",""Science Fiction""]",2013
Star Trek: Beyond,4K,"[""Action"",""Adventure"",""Science Fiction""]",2016
Twilight,DVD,"[""Drama"",""Fantasy"",""Romance""]",2008
Saving Silverman,DVD,"[""Action"",""Comedy"",""Crime"",""Romance""]",2001
Little Black Book,DVD,"[""Comedy"",""Drama"",""Romance""]",2004
Hexed,DVD,"[""Comedy"",""Thriller""]",1993
Life without Dick,DVD,"[""Comedy"",""Crime"",""Romance""]",2002
"Bodyguard, The",Blu-Ray,"[""Action"",""Drama"",""Music"",""Romance""]",1992
Saboteur,Blu-Ray,"[""Thriller"",""War""]",1942
Shadow of a Doubt,Blu-Ray,"[""Thriller""]",1943
Rope,Blu-Ray,"[""Crime"",""Drama"",""Mystery"",""Thriller""]",1948
Rear Window,Blu-Ray,"[""Mystery"",""Thriller""]",1954
"Trouble with Harry, The",Blu-Ray,"[""Comedy"",""Mystery""]",1955
"Man who Knew too Much, The",Blu-Ray,"[""Drama"",""Thriller""]",1956
Vertigoe,Blu-Ray,"[""Mystery"",""Romance"",""Thriller""]",1958
Psycho,Blu-Ray,"[""Horror"",""Mystery"",""Thriller""]",1960
"Birds, The",Blu-Ray,"[""Drama"",""Horror"",""Mystery"",""Romance""]",1963
Marnie,Blu-Ray,"[""Crime"",""Drama"",""Mystery"",""Romance"",""Thriller""]",1964
Torn Curtain,Blu-Ray,"[""Thriller""]",1966
Topaz,Blu-Ray,"[""Drama"",""Thriller""]",1969
Frenzy,Blu-Ray,"[""Thriller""]",1972
Family Plot,Blu-Ray,"[""Comedy"",""Thriller""]",1976
Touch of Evil,Blu-Ray,"[""Crime"",""Drama"",""Film-Noir"",""Thriller""]",1958
Dracula,Blu-Ray,"[""Fantasy"",""Horror""]",1931
Frankenstein,Blu-Ray,"[""Drama"",""Horror"",""Science Fiction""]",1931
Mummy,Blu-Ray,"[""Fantasy"",""Horror""]",1932
"Invisible Man, The",Blu-Ray,"[""Horror"",""Science Fiction""]",1933
Bride of Frankenstein,Blu-Ray,"[""Drama"",""Horror"",""Science Fiction""]",1935
Dracula,Blu-Ray,"[""Horror""]",1941
Phantom of the Opera,Blu-Ray,"[""Drama"",""Horror"",""Music"",""Romance"",""Thriller""]",1943
Creature from the Black Lagoon,Blu-Ray,"[""Horror""]",1954
"Letter to Elia, A",Blu-Ray,"[""Documentary""]",2010
"Tree Grows in Brooklyn, A",Blu-Ray,"[""Drama"",""Romance""]",1945
Boomerang,Blu-Ray,"[""Crime"",""Drama"",""Film-Noir"",""Romance""]",1947
Pinky,Blu-Ray,"[""Drama""]",1949
Panic in the Streets,Blu-Ray,"[""Crime"",""Drama"",""Film-Noir"",""Thriller""]",1950
"Streetcar Named Desire, A",Blu-Ray,"[""Drama""]",1951
Gentleman's Agreement,Blu-Ray,"[""Drama"",""Romance""]",1947
Viva Zapata,Blu-Ray,"[""Biography"",""Drama"",""History""]",1952
Man on a Tightrope,Blu-Ray,"[""Drama"",""Film-Noir"",""Thriller""]",1953
On the Waterfront,Blu-Ray,"[""Crime"",""Drama"",""Thriller""]",1954
East of Eden,Blu-Ray,"[""Drama""]",1955
Baby Doll,Blu-Ray,"[""Drama""]",1956
"Face in the Crowd, A",Blu-Ray,"[""Drama"",""Music""]",1957
Wild River,Blu-Ray,"[""Drama"",""History"",""Romance""]",1960
Splendor in the Grass,Blu-Ray,"[""Drama"",""Romance""]",1961
America America,Blu-Ray,"[""Drama""]",1963
Planet of the Apes,Blu-Ray,"[""Adventure"",""Science Fiction""]",1968
Beneath the Planet of the Apes,Blu-Ray,"[""Action"",""Adventure"",""Science Fiction""]",1970
Escape from the Planet of the Apes,Blu-Ray,"[""Action"",""Science Fiction""]",1971
Conquest of the Planet of the Apes,Blu-Ray,"[""Action"",""Science Fiction""]",1972
Battle for the Planet of the Apes,Blu-Ray,"[""Action"",""Science Fiction""]",1973
Manhunter,Blu-Ray,"[""Crime"",""Horror"",""Mystery"",""Thriller""]",1986
"Silence of the Lambs, The",Blu-Ray,"[""Crime"",""Drama"",""Thriller""]",1991
"Silence of the Lambs, The",Blu-Ray,"[""Crime"",""Drama"",""Thriller""]",2001
Bewitched,DVD,"[""Comedy"",""Family"",""Fantasy"",""Romance""]",1964 - 1972
Blade Runner 2049,4K,"[""Drama"",""Mystery"",""Science Fiction"",""Thriller""]",2017
Total Recall,Blu-Ray,"[""Action"",""Adventure"",""Mystery"",""Science Fiction"",""Thriller""]",2012
Christine,Blu-Ray,Horror,1983
Taxi Driver,Blu-Ray,"[""Crime"",""Drama""]",1976
Close Encounters of the Third Kind,Blu-Ray,"[""Drama"",""Science Fiction""]",1977
Raising Arizona,Blu-Ray,"[""Comedy"",""Crime""]",1987
48 Hrs.,Blu-Ray,"[""Action"",""Comedy"",""Crime"",""Drama"",""Thriller""]",1982
Apollo 13,4K,"[""Adventure"",""Drama"",""History""]",1995
Captain America: The First Avenger,Blu-Ray,"[""Action"",""Adventure"",""Science Fiction""]",2011
Captain America: The Winter Soldier,Blu-Ray,"[""Action"",""Adventure"",""Science Fiction"",""Thriller""]",2014
Van Helsing,4K,"[""Action"",""Adventure"",""Fantasy""]",2004
Game of Thrones,Blu-Ray,"[""Action"",""Adventure"",""Drama"",""Fantasy"",""Romance""]",2011
"Rewrite, The",DVD,"[""Comedy"",""Romance""]",2014
Jack Reacher: Never Go Back,Blu-Ray,"[""Action"",""Adventure"",""Crime"",""Mystery"",""Thriller""]",2016
Chicago,Blu-Ray,"[""Comedy"",""Crime"",""Musical""]",2002
"Secret Life of Walter Mitty, The",Blu-Ray,"[""Adventure"",""Comedy"",""Drama"",""Fantasy"",""Romance""]",2013
"Music Man, The",DVD,"[""Comedy"",""Musical"",""Romance""]",1962
Mother's Day,Blu-Ray,"[""Comedy"",""Drama""]",2016
Arrival,Blu-Ray,"[""Drama"",""Mystery"",""Science Fiction"",""Thriller""]",2016
Now You See Me 2,Blu-Ray,"[""Action"",""Adventure"",""Comedy"",""Crime"",""Mystery"",""Thriller""]",2016
Little Shop of Horrors,Blu-Ray,"[""Comedy"",""Family"",""Musical"",""Romance"",""Science Fiction""]",1986
Fantastic Beasts and where to Find Them,Blu-Ray,"[""Adventure"",""Family"",""Fantasy""]",2016
Jurassic World,Blu-Ray,"[""Action"",""Adventure"",""Science Fiction""]",2015
Passengers,Blu-Ray,"[""Drama"",""Science Fiction"",""Thriller""]",2016
Sleepy Hollow,DVD,"[""Adventure"",""Drama"",""Fantasy"",""Horror"",""Mystery"",""Thriller""]",2013 - 2017
Harry Potter and the Sorcerer's Stone,Blu-Ray,"[""Adventure"",""Family"",""Fantasy""]",2001
Harry Potter and the Chamber of Secrets,Blu-Ray,"[""Adventure"",""Family"",""Fantasy"",""Mystery""]",2002
Harry Potter and the Prisoner of Azkaban,Blu-Ray,"[""Adventure"",""Family"",""Fantasy"",""Mystery""]",2004
Harry Potter and the Goblet of Fire,Blu-Ray,"[""Adventure"",""Family"",""Fantasy"",""Mystery""]",2005
Harry Potter and the Order of the Phoenix,Blu-Ray,"[""Adventure"",""Family"",""Fantasy"",""Mystery""]",2007
Harry Potter and the Half-Blood Prince,Blu-Ray,"[""Adventure"",""Family"",""Fantasy"",""Mystery""]",2009
Harry Potter and the Deathly Hallows: Part I,Blu-Ray,"[""Adventure"",""Family"",""Fantasy"",""Mystery""]",2010
Harry Potter and the Deathly Hallows: Part II,Blu-Ray,"[""Adventure"",""Drama"",""Fantasy"",""Mystery""]",2011
"Sorcerer's Apprentice, The",DVD,"[""Action"",""Adventure"",""Family"",""Fantasy""]",2010
Sleepy Hollow,Blu-Ray,"[""Fantasy"",""Horror"",""Mystery""]",1999
It's a Wonderful Life,Blu-Ray,"[""Drama"",""Family"",""Fantasy""]",1946
Galaxy Quest,Blu-Ray,"[""Adventure"",""Comedy"",""Science Fiction""]",1999
"Andromeda Strain, The",Blu-Ray,"[""Science Fiction"",""Thriller""]",1971
Logan,Blu-Ray,"[""Action"",""Drama"",""Science Fiction"",""Thriller""]",2017
Rogue One: A Star Wars Story,Blu-Ray,"[""Action"",""Adventure"",""Science Fiction""]",2016
John Wick: Chapter 2,Blu-Ray,"[""Action"",""Crime"",""Thriller""]",2017
Percy Jackson: Sea of Monsters,Blu-Ray,"[""Adventure"",""Family"",""Fantasy"",""Thriller""]",2010
Despicable Me 3,4K,"[""Action"",""Adventure"",""Animation"",""Comedy"",""Family"",""Science Fiction""]",2017
Tin Man,Blu-Ray,"[""Adventure"",""Fantasy"",""Mini-Series"",""Science Fiction"",""Western""]",2007
Valerian and the City of a Thousand Planets,4K,"[""Action"",""Adventure"",""Fantasy"",""Science Fiction""]",2017
